"","LB-Glucose","Glycerol...AA-Glucose","Acetate-Glucose","Fumarate-Glucose","Glucosamine-Glucose","Glycerol-Glucose","Pyruvate-Glucose","Chemostat.µ.0.5-Glucose","Chemostat.µ.0.35-Glucose","Chemostat.µ.0.20-Glucose","Chemostat.µ.0.12-Glucose","Stationary.phase.1.day-Glucose","Stationary.phase.3.days-Glucose","Osmotic.stress.glucose-Glucose","X42.C.glucose-Glucose","pH6.glucose-Glucose","Xylose-Glucose","Mannose-Glucose","Galactose-Glucose","Succinate-Glucose","Fructose-Glucose"
"YHCB",-1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"YIFE",-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1
"BAMB",1,1,0,1,0,0,1,-1,1,0,0,1,1,1,1,0,0,0,0,0,0
"CURA",-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1
"HFLX",1,-1,0,0,0,1,1,1,0,0,1,0,0,-1,0,-1,0,1,1,0,1
"HNS",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1
"STPA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1
"YDFG",-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"BAMD",1,1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
"RSGA",-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1
"YNIC",1,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
"YFEX",1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,0,0,0,0,0,0
"CYSQ",-1,-1,1,1,1,0,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1
"PHOU",1,1,0,1,0,1,1,1,1,1,1,-1,0,-1,-1,0,0,1,1,1,0
"FDHE",1,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,0,0,0,-1,-1,0,0,-1
"GLND",1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
"GRXB",-1,-1,1,1,1,-1,0,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,-1
"PPIA",-1,-1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"TPX",-1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"YGHU",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0
"SOHB",-1,-1,0,-1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,-1,0,1
"DDLA",1,1,0,-1,0,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,0,0
"MDTE",0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"RDGC",0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,0,0,0,-1,0,-1,0,0,-1
"IHFA",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"CYSB",-1,0,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"KDGR",1,0,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,1,1,1,1
"LRP",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RPLK",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RPLY",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1
"RPSI",1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
"ACCD",1,1,-1,0,-1,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,1
"FADL",1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,1,1,1,1,1
"PSD",-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,0,0,0
"FADD",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,0
"YGHA",-1,-1,1,0,1,-1,-1,0,0,1,1,1,1,1,0,1,-1,1,1,-1,-1
"MOAB",-1,-1,1,-1,1,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,-1,0
"UBID",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
"NAGB",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"UXAC",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"DHAM",-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1
"MANZ",0,-1,0,-1,1,1,-1,1,1,1,1,1,1,-1,1,0,0,1,-1,-1,1
"YTFQ",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"PURU",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,0,-1,-1,-1,0
"CPDB",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"ARGC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1
"CYSM",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
"PEPT",-1,-1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
"SELA",-1,-1,0,0,0,0,1,1,0,0,1,0,1,0,-1,0,1,0,1,1,1
"YBIB",-1,-1,1,-1,1,-1,-1,0,0,1,1,1,1,1,1,1,1,-1,1,-1,-1
"DAPA",-1,1,-1,0,1,1,1,0,-1,-1,-1,0,-1,1,1,1,1,1,-1,1,1
"DPPF",-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1
"GSS",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,0,-1,-1,-1,0
"SUFS",-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,-1,1,1,-1,0,-1,-1
"TRPC",-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
"DPPD",-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,1,1,1
"NUOE",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,1,1,1,1
"YBIC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
"YDBC",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1
"ATPF",1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,0,-1,-1,1,1,-1,1,1
"HMP",1,1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,1,1,0,0,0,-1,0,0
"QORA",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"YIDC",1,1,-1,0,1,1,1,1,1,1,1,-1,0,-1,0,0,0,1,-1,0,1
"USPA",-1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1
"NARL",0,-1,1,1,1,1,0,-1,-1,-1,-1,1,0,1,1,0,0,1,1,0,-1
"YAAA",0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0
"YAJQ",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,-1,-1
"YBAB",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1
"YDCJ",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"UUP",1,1,0,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0
"YEJK",0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,1,0
"YGDH",1,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,1,1,0
"YHBJ",-1,-1,0,0,0,0,0,0,0,1,1,-1,0,0,1,0,0,1,1,0,0
"YHHX",1,1,1,0,0,0,1,-1,0,-1,0,1,0,1,0,1,1,-1,0,0,0
"HCHA",0,-1,1,1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,1,1,0,-1
"LPTB",-1,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"MQO",1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0
"RSMI",0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YCAC",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1
"NLPA",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"SSEA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"YDEN",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
"PSTS",-1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
"BTUE",-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,0,1,-1,-1
"DSBC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"DSBA",-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,1
"SUFB",-1,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"SUFC",-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,0
"GSTB",-1,-1,1,0,1,0,1,1,1,1,1,-1,-1,1,-1,0,-1,-1,1,-1,-1
"GSTA",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,0,-1
"FLIC",0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1
"LPP",-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MRCB",-1,0,0,0,0,0,1,1,1,1,1,0,0,-1,0,0,0,1,0,0,1
"MURC",0,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,1,0,1,1,0,0,-1,0,0
"MURF",1,0,1,0,-1,0,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1
"PAL",-1,1,0,-1,1,-1,-1,1,0,-1,-1,1,1,1,-1,1,1,-1,-1,1,-1
"RSMH",0,-1,1,0,-1,0,1,-1,-1,-1,-1,0,1,0,1,1,1,1,1,1,1
"DNAB",0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"HRPA",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"XTHA",-1,0,0,1,0,-1,0,-1,0,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1
"NAGC",1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0
"LEXA",1,0,1,1,1,1,0,1,0,1,0,-1,-1,1,-1,0,0,1,1,1,1
"PSPA",-1,-1,1,0,-1,1,1,-1,-1,-1,-1,1,0,-1,0,-1,0,1,0,1,1
"FMT",1,1,1,1,1,1,1,0,-1,-1,-1,1,1,1,0,1,1,-1,0,-1,0
"RPLD",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1
"RPLN",1,1,-1,-1,0,1,-1,1,-1,-1,-1,-1,1,0,1,1,1,-1,-1,0,1
"RPLQ",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,1
"RPLX",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RPSJ",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RPSM",1,1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"RIMO",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"FADA",-1,-1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,1,1,1,-1
"HDHA",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"FADI",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,1,1
"FADJ",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
"HEMC",1,1,0,0,0,1,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,-1
"HEMY",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,1,1,0
"NADA",-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1
"FOLD",-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0
"ENTC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1
"UBIG",-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
"GHRA",0,1,0,0,-1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0
"RPIA",1,1,1,1,-1,0,1,1,0,0,0,1,1,1,1,1,1,-1,0,-1,-1
"YBHC",-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,1,1,-1,-1,-1,0,-1
"LSRF",0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"SUHB",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PURM",-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,0,-1,-1
"PYRF",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,-1,-1,-1,0,0
"AROC",-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,1,-1,-1,1,-1,1,0,0
"DADA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DSDA",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1
"LEUD",-1,-1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1
"POTF",-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,-1,1,1,1,1
"THRB",-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,1,0,1,0,1,1,-1,-1,-1,1
"AROK",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"ILVN",1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1
"LTAE",0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
"OPPD",1,1,0,1,1,0,1,1,1,1,1,0,-1,0,0,0,1,0,0,1,0
"ARTJ",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PPA",1,1,0,1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1
"CYDA",1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
"CYOB",1,1,1,1,1,0,1,1,1,1,1,0,1,-1,1,0,1,1,-1,1,1
"FADH",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"YGGX",-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,0
"CSID",1,1,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,1,1,1,0
"YBEL",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,0
"MDOB",1,1,0,1,0,0,1,1,1,1,0,0,0,-1,0,-1,0,1,0,1,1
"YHII",1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,-1,1,1,0,1,0
"CUSS",-1,-1,1,1,-1,1,1,0,1,0,1,-1,-1,-1,0,-1,0,1,1,1,1
"RCSB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"YBIS",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YCEI",-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YIHI",1,1,0,0,-1,-1,0,0,-1,-1,-1,1,1,0,1,-1,-1,0,0,0,-1
"OSMY",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1
"YCCU",-1,0,1,1,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1
"YHBO",-1,-1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,-1,-1
"YIDA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1
"YIEF",0,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1
"YCBX",0,0,0,0,0,1,0,0,0,0,1,-1,-1,0,-1,0,1,1,1,1,1
"YRDA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,1
"CUEO",-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,-1
"ELBB",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ENTB",-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1
"MLAD",1,1,-1,-1,0,0,1,-1,-1,-1,-1,1,1,1,1,0,1,1,-1,1,0
"FUR",1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,0,0,0
"CAN",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,-1,-1,-1
"MODF",-1,-1,-1,-1,-1,0,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0
"SBP",-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"ZNUA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"HSCB",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YQJG",-1,0,1,0,1,0,-1,-1,0,1,1,1,1,1,0,0,-1,0,1,0,-1
"MSRB",-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1
"MRCA",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1,1,0,1,1
"OMPX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,1,-1,-1,-1,-1,-1
"SLYB",-1,0,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1
"MDTA",-1,-1,1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,1,0,0,0,1,0,0
"MSCS",-1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,0,-1,-1,1,1
"GREA",1,1,0,-1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,1
"RPOS",1,1,-1,-1,-1,0,-1,1,1,1,1,-1,-1,0,-1,0,-1,-1,0,-1,-1
"PCNB",0,0,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,-1,0,-1,0,0,0
"RPLJ",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
"RPLM",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"RPLS",1,1,-1,-1,1,1,-1,1,1,1,-1,1,0,-1,1,0,1,-1,-1,0,1
"RSUA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,0,-1,-1,-1,0
"GLYQ",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
"OSME",-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
"UCPA",1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,1,1,1,1,1
"BIOB",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"LIPA",1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,0,1,1,1,1,1
"RIBC",-1,0,1,-1,0,-1,-1,0,-1,-1,-1,0,0,1,1,1,1,-1,0,-1,0
"FRE",1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1
"GLGP",-1,-1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
"NAGA",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"NAGD",-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0
"XYLB",-1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
"YEAD",-1,1,0,-1,0,1,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1
"GLGX",-1,0,1,0,-1,0,0,0,0,0,0,1,1,-1,-1,0,-1,0,1,0,-1
"MALK",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1
"RBSA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"XYLF",0,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,0,1,1,1,1,0
"CDD",1,-1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,-1
"HPT",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"UDK",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
"NRDB",1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"PYRI",-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,1,-1
"ARGI",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"META",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"SPED",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YGIC",-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0
"GATD",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1
"ILVH",-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,1,1,1,1
"LIVG",-1,-1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,1,1,1,1,1
"OPPF",1,1,-1,1,1,0,0,1,1,1,1,-1,-1,-1,0,-1,0,-1,0,1,0
"YCDX",-1,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,1,1,0,0,0,0
"FTSN",0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1
"MRP",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1
"MNMG",1,0,0,0,0,0,0,1,1,0,0,-1,0,0,1,0,1,0,0,0,0
"ISCU",-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1
"LLDD",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"NUOB",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,1
"ATPC",1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1
"FRDA",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
"YDBK",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
"WBBI",1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"YAEH",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"TATB",1,1,0,1,0,0,1,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,0
"SPY",-1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1
"ARCB",1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0
"CSTA",1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,1,1
"YBGF",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
"YCFD",-1,0,1,0,0,1,0,-1,-1,-1,0,1,1,1,-1,0,0,0,1,0,-1
"YFGM",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
"PPSR",-1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0
"YDHF",1,0,1,1,1,0,0,1,1,1,1,1,1,-1,0,0,-1,1,1,0,0
"ACTP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"YSGA",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"FTNA",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"CBPA",1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,-1
"PPIB",1,-1,0,1,0,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1
"SLYD",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YBBN",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1
"GLNE",0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"CLPP",-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,1,-1,-1,-1
"OSMC",-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1
